Date,Daily_min
15/12/88,20.7
16/12/88,23.9
17/12/88,16.6
18/12/88,17.5
19/12/88,14.9
20/12/88,13.6
21/12/88,11.9
22/12/88,15.2
23/12/88,17.3
24/12/88,19.8
25/12/88,15.8
26/12/88,9.5
27/12/88,12.9
28/12/88,12.9
29/12/88,14.8
30/12/88,14.1
1/1/89,14.3
2/1/89,17.4
3/1/89,18.5
4/1/89,16.8
5/1/89,11.5
6/1/89,9.5
7/1/89,12.2
8/1/89,15.7
9/1/89,16.3
10/1/89,13.6
11/1/89,12.6
12/1/89,13.8
13/1/89,12.1
14/1/89,13.4
15/1/89,17.3
16/1/89,19.4
17/1/89,16.6
18/1/89,13.9
19/1/89,13.1
20/1/89,16
21/1/89,14.5
22/1/89,15
23/1/89,12.6
24/1/89,12.5
25/1/89,15.2
26/1/89,16.2
27/1/89,16.5
28/1/89,20.1
29/1/89,20.6
30/1/89,16.9
31/1/89,16.5
1/2/89,16.1
2/2/89,14.4
3/2/89,16.3
4/2/89,15.7
5/2/89,14.2
6/2/89,13.2
7/2/89,16.8
8/2/89,18.5
9/2/89,16.7
10/2/89,15.3
11/2/89,15.9
12/2/89,15.2
13/2/89,17.5
14/2/89,18.3
15/2/89,19.4
16/2/89,19.4
17/2/89,19.5
18/2/89,20.5
19/2/89,15.7
20/2/89,15
21/2/89,16.1
22/2/89,14.3
23/2/89,13
24/2/89,16.2
25/2/89,17.7
26/2/89,13.2
27/2/89,15.8
28/2/89,18.5
1/3/89,20.4
2/3/89,22
3/3/89,19.7
4/3/89,19.6
5/3/89,20.3
6/3/89,18.3
7/3/89,18.9
8/3/89,20.3
9/3/89,21.4
10/3/89,18.3
11/3/89,17.8
12/3/89,17.7
13/3/89,12.8
14/3/89,15.1
15/3/89,15
16/3/89,14.8
17/3/89,12
18/3/89,12.5
19/3/89,15
20/3/89,17.1
21/3/89,17.3
22/3/89,16.9
23/3/89,16.5
24/3/89,13.6
25/3/89,13.2
26/3/89,9.4
27/3/89,9.5
28/3/89,11.8
29/3/89,10.4
30/3/89,9.7
31/3/89,12.6
1/4/89,13.3
2/4/89,15.1
3/4/89,14.2
4/4/89,14.2
5/4/89,19.2
6/4/89,12.6
7/4/89,14.2
8/4/89,11.9
9/4/89,13.9
10/4/89,13.5
11/4/89,15.3
12/4/89,13.9
13/4/89,14
14/4/89,12.9
15/4/89,8.5
16/4/89,11.4
17/4/89,10.9
18/4/89,12
19/4/89,8.6
20/4/89,9
21/4/89,9.6
22/4/89,10.2
23/4/89,9.8
24/4/89,8.3
25/4/89,11
26/4/89,11.9
27/4/89,14
28/4/89,15.8
29/4/89,14.5
30/4/89,13.2
1/5/89,14.2
2/5/89,14.6
3/5/89,11.8
4/5/89,14.4
5/5/89,10.4
6/5/89,10.3
7/5/89,10.8
8/5/89,10.5
9/5/89,9.5
10/5/89,12.5
11/5/89,13.7
12/5/89,12.7
13/5/89,11.9
14/5/89,11.4
15/5/89,9.7
16/5/89,8.3
17/5/89,8.1
18/5/89,11.7
19/5/89,11.6
20/5/89,7.4
21/5/89,5.2
22/5/89,11
23/5/89,9.5
24/5/89,9.2
25/5/89,10.7
26/5/89,9
27/5/89,10.2
28/5/89,10.3
29/5/89,12.1
30/5/89,13.2
31/5/89,6.6
1/6/89,2.3
2/6/89,1.4
3/6/89,2.1
4/6/89,6.6
5/6/89,8.9
6/6/89,7.8
7/6/89,9
8/6/89,10.3
9/6/89,7.9
10/6/89,7.2
11/6/89,8.6
12/6/89,8.8
13/6/89,6.2
14/6/89,9.5
15/6/89,10.2
16/6/89,9.7
17/6/89,11.2
18/6/89,10.2
19/6/89,10.1
20/6/89,8.1
21/6/89,6.6
22/6/89,5
23/6/89,4.7
24/6/89,5.3
25/6/89,4.5
26/6/89,2.3
27/6/89,1.4
28/6/89,0.5
29/6/89,2.4
30/6/89,8
1/7/89,6
2/7/89,7.1
3/7/89,9.7
4/7/89,6.9
5/7/89,5.3
6/7/89,7
7/7/89,6.2
8/7/89,7
9/7/89,9.7
10/7/89,8
11/7/89,8.5
12/7/89,7.1
13/7/89,7.5
14/7/89,3.3
15/7/89,1.8
16/7/89,2.6
17/7/89,5.3
18/7/89,5.8
19/7/89,5.8
20/7/89,7.2
21/7/89,5.3
22/7/89,1.6
23/7/89,3.1
24/7/89,5.3
25/7/89,7.7
26/7/89,4.2
27/7/89,5.5
28/7/89,9
29/7/89,11.2
30/7/89,8
31/7/89,7.6
1/8/89,3.7
2/8/89,7.5
3/8/89,8.1
4/8/89,8.4
5/8/89,7.1
6/8/89,7.6
7/8/89,7.6
8/8/89,5.6
9/8/89,7
10/8/89,10.5
11/8/89,7.3
12/8/89,7.8
13/8/89,5.8
14/8/89,3.8
15/8/89,5.8
16/8/89,6.7
17/8/89,6.6
18/8/89,6.6
19/8/89,9
20/8/89,8.1
21/8/89,5.1
22/8/89,8.6
23/8/89,7
24/8/89,5.5
25/8/89,7.4
26/8/89,6.2
27/8/89,4.2
28/8/89,6.3
29/8/89,7
30/8/89,4
31/8/89,8
1/9/89,8.8
2/9/89,8.8
3/9/89,6.1
4/9/89,8.6
5/9/89,8.9
6/9/89,7.8
7/9/89,5
8/9/89,7
9/9/89,13.3
10/9/89,7.9
11/9/89,7.5
12/9/89,8.3
13/9/89,7.2
14/9/89,6.5
15/9/89,8.9
16/9/89,7.4
17/9/89,9.9
18/9/89,9.3
19/9/89,10.6
20/9/89,8.6
21/9/89,7.2
22/9/89,12.6
23/9/89,7.8
24/9/89,6.3
25/9/89,9.2
26/9/89,5.8
27/9/89,9
28/9/89,5
29/9/89,11.9
30/9/89,13.4
1/10/89,10.5
2/10/89,6.2
3/10/89,5.1
4/10/89,9.5
5/10/89,11.7
6/10/89,9.2
7/10/89,7.3
8/10/89,9.7
9/10/89,9.4
10/10/89,10
11/10/89,10.9
12/10/89,11
13/10/89,10.9
14/10/89,8
15/10/89,11.2
16/10/89,7.5
17/10/89,7.2
18/10/89,13.2
19/10/89,12.9
20/10/89,9.4
21/10/89,10.2
22/10/89,9.5
23/10/89,12.4
24/10/89,10.2
25/10/89,13.4
26/10/89,11.6
27/10/89,8
28/10/89,9
29/10/89,9.3
30/10/89,13.5
31/10/89,8
1/11/89,8.1
2/11/89,10
3/11/89,8.5
4/11/89,12.5
5/11/89,15
6/11/89,13.3
7/11/89,11
8/11/89,11.9
9/11/89,8.3
10/11/89,9.7
11/11/89,11.3
12/11/89,12.5
13/11/89,9.4
14/11/89,11.4
15/11/89,13.2
16/11/89,13.8
17/11/89,16
18/11/89,10.9
19/11/89,11.9
20/11/89,12.4
21/11/89,13.2
22/11/89,15.5
23/11/89,21.6
24/11/89,14.9
25/11/89,14.4
26/11/89,12.9
27/11/89,13.1
28/11/89,14
29/11/89,17.9
30/11/89,17.7
1/12/89,16.3
2/12/89,18.3
3/12/89,13.7
4/12/89,13.3
5/12/89,10.6
6/12/89,14.1
7/12/89,16
8/12/89,16.5
9/12/89,14.1
10/12/89,18.7
11/12/89,16.2
12/12/89,14.8
13/12/89,12.6
14/12/89,10.4
15/12/89,12.2
16/12/89,12.6
17/12/89,12.1
18/12/89,17.3
19/12/89,16.4
20/12/89,12.6
21/12/89,12.3
22/12/89,11.8
23/12/89,12
24/12/89,12.7
25/12/89,16.4
26/12/89,16
27/12/89,13.3
28/12/89,11.7
29/12/89,10.4
30/12/89,14.4
31/12/89,12.7
1/1/90,14.8
2/1/90,13.3
3/1/90,15.6
4/1/90,14.5
5/1/90,14.3
6/1/90,15.3
7/1/90,16.4
8/1/90,14.8
9/1/90,17.4
10/1/90,18.8
11/1/90,22.1
12/1/90,19
13/1/90,15.5
14/1/90,15.8
15/1/90,14.7
16/1/90,10.7
17/1/90,11.5
18/1/90,15
19/1/90,14.5
20/1/90,14.5
21/1/90,13.3
22/1/90,14.3
23/1/90,14.3
24/1/90,20.5
25/1/90,15
26/1/90,17.1
27/1/90,16.9
28/1/90,16.9
29/1/90,13.6
30/1/90,16.4
31/1/90,16.1
1/2/90,12
2/2/90,12.2
3/2/90,14.8
4/2/90,14.8
5/2/90,14.4
6/2/90,12.9
7/2/90,13.4
8/2/90,15.9
9/2/90,16.1
10/2/90,17.6
11/2/90,15.6
12/2/90,15
13/2/90,13
14/2/90,14.1
15/2/90,17.3
16/2/90,15.7
17/2/90,18.6
18/2/90,12.7
19/2/90,14
20/2/90,13.7
21/2/90,16.3
22/2/90,20
23/2/90,17
24/2/90,15.2
25/2/90,16.5
26/2/90,16.5
27/2/90,17.3
28/2/90,19.1
1/3/90,19.3
2/3/90,17.3
3/3/90,19
4/3/90,19.8
5/3/90,19.3
6/3/90,17.2
7/3/90,14.2
8/3/90,10.3
9/3/90,13
10/3/90,15.3
11/3/90,15
12/3/90,12.1
13/3/90,9.2
14/3/90,11
15/3/90,15
16/3/90,11.6
17/3/90,11.6
18/3/90,15.1
19/3/90,15
20/3/90,13.6
21/3/90,12.5
22/3/90,14.3
23/3/90,16
24/3/90,17.4
25/3/90,16.9
26/3/90,18
27/3/90,20.6
28/3/90,14.2
29/3/90,10.9
30/3/90,11.9
31/3/90,13.3
1/4/90,15.3
2/4/90,14.7
3/4/90,11
4/4/90,12.2
5/4/90,14.2
6/4/90,17
7/4/90,15.8
8/4/90,15.2
9/4/90,15.1
10/4/90,14.7
11/4/90,18.5
12/4/90,16.4
13/4/90,18.4
14/4/90,15.1
15/4/90,9.9
16/4/90,10.2
17/4/90,12.6
18/4/90,13.2
19/4/90,11.5
20/4/90,13.8
21/4/90,14.5
22/4/90,14.7
23/4/90,11.2
24/4/90,12.7
25/4/90,13.7
26/4/90,11.5
27/4/90,10.4
28/4/90,8.9
29/4/90,11.1
30/4/90,9.5
1/5/90,13
2/5/90,13.9
3/5/90,12.6
4/5/90,14.3
5/5/90,16
6/5/90,13.3
7/5/90,7
8/5/90,4.9
9/5/90,6.9
10/5/90,13.7
11/5/90,10.6
12/5/90,12.3
13/5/90,11.1
14/5/90,10.2
15/5/90,9.5
16/5/90,8.9
17/5/90,13.4
18/5/90,9.1
19/5/90,9.4
20/5/90,8.7
21/5/90,5.8
22/5/90,4.5
23/5/90,7.2
24/5/90,10
25/5/90,10.5
26/5/90,10.7
27/5/90,8.2
28/5/90,6.1
29/5/90,4.5
30/5/90,6.1
31/5/90,9.8
1/6/90,9.7
2/6/90,8.2
3/6/90,8.4
4/6/90,8.5
5/6/90,10.4
6/6/90,6.8
7/6/90,6
8/6/90,6.6
9/6/90,7.8
10/6/90,10.3
11/6/90,7.2
12/6/90,7.4
13/6/90,11.4
14/6/90,5.4
15/6/90,4.4
16/6/90,6.4
17/6/90,9.3
18/6/90,7.7
19/6/90,8.1
20/6/90,8.3
21/6/90,9.1
22/6/90,7.7
23/6/90,10.6
24/6/90,8.2
25/6/90,7.9
26/6/90,5.2
27/6/90,5.9
28/6/90,3.7
29/6/90,5.6
30/6/90,9.4
1/7/90,7.4
2/7/90,7.3
3/7/90,7.7
4/7/90,7.7
5/7/90,9.3
6/7/90,4.4
7/7/90,5.7
8/7/90,10.2
9/7/90,10.2
10/7/90,9.3
11/7/90,5.4
12/7/90,5
13/7/90,7.6
14/7/90,9.6
15/7/90,10.4
16/7/90,11.2
17/7/90,9.1
18/7/90,11.2
19/7/90,6.8
20/7/90,8.3
21/7/90,9.7
22/7/90,9.6
23/7/90,9.8
24/7/90,10.8
25/7/90,9.2
26/7/90,6.5
27/7/90,8.1
28/7/90,7.3
29/7/90,7.9
30/7/90,6
31/7/90,5
1/8/90,6.8
2/8/90,9.8
3/8/90,5.7
4/8/90,8.6
5/8/90,10.6
6/8/90,7.8
7/8/90,7.7
8/8/90,8.6
9/8/90,6.5
10/8/90,6.9
11/8/90,6.4
12/8/90,8.5
13/8/90,7.8
14/8/90,9.3
15/8/90,8.4
16/8/90,7.8
17/8/90,7.4
18/8/90,7.7
19/8/90,8.9
20/8/90,9.7
21/8/90,9.9
22/8/90,6.1
23/8/90,6.6
24/8/90,7.6
25/8/90,7.4
26/8/90,8
27/8/90,2.1
28/8/90,5.9
29/8/90,11.6
30/8/90,8.6
31/8/90,7.9
1/9/90,6
2/9/90,9.5
3/9/90,8.6
4/9/90,7.6
5/9/90,10.4
6/9/90,10.3
7/9/90,7.5
8/9/90,3
9/9/90,5.3
10/9/90,10.5
11/9/90,14.6
12/9/90,12.6
13/9/90,9.8
14/9/90,7.2
15/9/90,10.1
16/9/90,10.4
17/9/90,3.7
18/9/90,7.3
19/9/90,11.6
20/9/90,16.3
21/9/90,9.6
22/9/90,6.8
23/9/90,5.2
24/9/90,10.6
25/9/90,16.3
26/9/90,9.8
27/9/90,4.6
28/9/90,11.1
29/9/90,8.7
30/9/90,10
1/10/90,11.3
2/10/90,10.5
3/10/90,9.9
4/10/90,11
5/10/90,14
6/10/90,9.2
7/10/90,9.8
8/10/90,6
9/10/90,9.8
10/10/90,9.2
11/10/90,11.8
12/10/90,10.3
13/10/90,7.5
14/10/90,7.7
15/10/90,15.8
16/10/90,14.6
17/10/90,10.5
18/10/90,11.3
19/10/90,10.9
20/10/90,6.4
21/10/90,10.9
22/10/90,9
23/10/90,10.9
24/10/90,12.4
25/10/90,11.6
26/10/90,13.3
27/10/90,14.4
28/10/90,18.4
29/10/90,13.6
30/10/90,14.9
31/10/90,14.8
1/11/90,15.4
2/11/90,11.8
3/11/90,13
4/11/90,11.1
5/11/90,12.5
6/11/90,18.3
7/11/90,19.2
8/11/90,15.4
9/11/90,13.1
10/11/90,11.5
11/11/90,8.6
12/11/90,12.6
13/11/90,13.8
14/11/90,14.6
15/11/90,13.2
16/11/90,12.3
17/11/90,8.8
18/11/90,10.7
19/11/90,9.9
20/11/90,8.3
21/11/90,15
22/11/90,12.2
23/11/90,10.5
24/11/90,11.1
25/11/90,13
26/11/90,12.9
27/11/90,8.8
28/11/90,14.7
29/11/90,14.7
30/11/90,12.7
1/12/90,13.3
2/12/90,13.2
3/12/90,16.2
4/12/90,17.3
5/12/90,20.5
6/12/90,20.2
7/12/90,19.4
8/12/90,15.5
9/12/90,14.1
10/12/90,11
11/12/90,11.1
12/12/90,14
13/12/90,11.4
14/12/90,12.5
15/12/90,13.4
16/12/90,13.6
17/12/90,13.9
18/12/90,17.2
19/12/90,14.7
20/12/90,15.4
21/12/90,13.1
22/12/90,13.2
23/12/90,13.9
24/12/90,10
25/12/90,12.9
26/12/90,14.6
27/12/90,14
28/12/90,13.6
29/12/90,13.5
30/12/90,15.7
31/12/90,13
